,image_id,image_name,true_labels,true_boxes,predicted_labels,predicted_boxes
300,300,"[1554, 1554, 1554, 1554, 1554, 1554, 1554, 1554, 1554, 1554, 1554]","[0, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5]","[[53.0, 19.0, 204.0, 163.0], [203.0, 22.0, 356.0, 495.0], [52.0, 317.0, 202.0, 495.0], [0.0, 18.0, 52.0, 75.0], [1.0, 323.0, 52.0, 354.0], [51.0, 163.0, 102.0, 196.0], [102.0, 164.0, 154.0, 186.0], [152.0, 162.0, 204.0, 194.0], [154.0, 239.0, 204.0, 257.0], [103.0, 242.0, 154.0, 266.0], [154.0, 280.0, 205.0, 294.0]]","[5, 5, 5, 5, 6, 6, 6, 1, 2, 1, 2]","[[50.7630500793457, 163.20225524902344, 102.2434310913086, 195.2278594970703], [153.69970703125, 164.71856689453125, 204.6932830810547, 194.7347412109375], [0.0, 16.58681869506836, 52.16923904418945, 74.08616638183594], [1.0658116340637207, 322.70892333984375, 52.49828338623047, 354.7823181152344], [53.104209899902344, 316.1519775390625, 203.8983154296875, 493.6317443847656], [203.42051696777344, 22.68993377685547, 362.9493713378906, 489.8720703125], [1.7887533903121948, 326.3399658203125, 52.72173309326172, 496.134521484375], [53.25859451293945, 14.921314239501953, 201.24081420898438, 159.6177520751953], [209.02735900878906, 62.910499572753906, 353.5731506347656, 431.92633056640625], [200.90748596191406, 45.926109313964844, 353.0312805175781, 410.69390869140625], [47.55398178100586, 11.84405517578125, 206.2303924560547, 163.1469268798828]]"
301,301,"[1559, 1559, 1559, 1559, 1559, 1559, 1559, 1559, 1559, 1559, 1559, 1559, 1559]","[4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[[221.0, 30.0, 367.0, 235.0], [220.0, 233.0, 318.0, 248.0], [20.0, 405.0, 69.0, 412.0], [18.0, 344.0, 68.0, 350.0], [73.0, 31.0, 120.0, 39.0], [171.0, 34.0, 218.0, 41.0], [119.0, 203.0, 169.0, 212.0], [120.0, 243.0, 167.0, 249.0], [72.0, 315.0, 118.0, 322.0], [69.0, 388.0, 119.0, 395.0], [171.0, 281.0, 217.0, 288.0], [169.0, 340.0, 215.0, 346.0], [320.0, 233.0, 366.0, 240.0]]","[5, 5, 4, 5, 5, 5, 5, 2, 5]","[[218.38526916503906, 231.829345703125, 317.08758544921875, 248.21353149414062], [70.91337585449219, 31.284780502319336, 122.82890319824219, 39.55088806152344], [216.554931640625, 23.987747192382812, 371.3346252441406, 239.99647521972656], [171.5133056640625, 33.2768440246582, 220.5236358642578, 41.771236419677734], [318.07391357421875, 233.41705322265625, 368.6988220214844, 241.43936157226562], [69.73173522949219, 386.69671630859375, 119.39661407470703, 393.8069763183594], [18.94816017150879, 248.2956085205078, 70.12260437011719, 255.45806884765625], [215.32867431640625, 18.95517349243164, 361.67547607421875, 220.70616149902344], [19.36573600769043, 30.595064163208008, 73.11927032470703, 40.29297637939453]]"
302,302,"[1561, 1561, 1561]","[4, 5, 5]","[[203.0, 6.0, 366.0, 204.0], [45.0, 7.0, 97.0, 21.0], [152.0, 8.0, 202.0, 25.0]]","[5, 5, 5, 4, 5, 2, 5, 5]","[[151.7689666748047, 9.066764831542969, 204.1538848876953, 24.18966293334961], [202.53985595703125, 215.35488891601562, 255.7475128173828, 231.12130737304688], [45.90190887451172, 5.98695707321167, 98.9853744506836, 21.148244857788086], [207.82630920410156, 0.0, 365.49224853515625, 217.20455932617188], [99.16436767578125, 115.68891906738281, 151.22006225585938, 137.4562225341797], [203.72845458984375, 0.0, 354.0074462890625, 175.86668395996094], [211.01651000976562, 205.55459594726562, 302.9259338378906, 215.7871551513672], [99.36425018310547, 116.53868865966797, 151.61952209472656, 124.85590362548828]]"
303,303,[1565],[4],"[[18.0, 35.0, 342.0, 397.0]]","[2, 5, 1, 1]","[[16.972848892211914, 48.71432876586914, 352.10418701171875, 459.1156005859375], [33.25163269042969, 43.97088623046875, 323.58026123046875, 65.39661407470703], [16.560073852539062, 41.710269927978516, 353.3470153808594, 68.39677429199219], [0.0, 63.104671478271484, 363.5196838378906, 454.01739501953125]]"
304,304,"[1566, 1566, 1566, 1566, 1566, 1566, 1566, 1566, 1566, 1566, 1566, 1566, 1566]","[0, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]","[[99.0, 17.0, 231.0, 160.0], [9.0, 29.0, 55.0, 65.0], [142.0, 162.0, 233.0, 197.0], [276.0, 59.0, 367.0, 153.0], [276.0, 151.0, 366.0, 412.0], [276.0, 414.0, 366.0, 476.0], [231.0, 428.0, 276.0, 478.0], [9.0, 143.0, 54.0, 188.0], [9.0, 189.0, 54.0, 233.0], [10.0, 234.0, 54.0, 299.0], [9.0, 299.0, 55.0, 387.0], [7.0, 387.0, 98.0, 475.0], [98.0, 461.0, 144.0, 477.0]]","[5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 6]","[[9.58450698852539, 22.203779220581055, 55.257568359375, 65.19239044189453], [143.0066680908203, 161.79652404785156, 231.3148956298828, 195.9595947265625], [9.848259925842285, 234.03224182128906, 53.72331619262695, 297.7843322753906], [276.61279296875, 413.3937683105469, 366.2630920410156, 474.5390930175781], [10.127104759216309, 189.6825714111328, 53.99199295043945, 233.3486785888672], [10.13064956665039, 386.6753234863281, 98.0712890625, 473.77294921875], [9.68023681640625, 298.4830627441406, 53.94190216064453, 387.0884094238281], [10.016551971435547, 142.822265625, 53.64698791503906, 189.22845458984375], [277.3108825683594, 58.11250305175781, 365.7284851074219, 150.25970458984375], [232.2254180908203, 428.02532958984375, 276.37762451171875, 476.2314758300781], [274.329345703125, 149.29774475097656, 365.2249450683594, 409.40423583984375], [98.37022399902344, 18.481224060058594, 231.30783081054688, 30.95074462890625], [278.91259765625, 152.6146240234375, 365.1618957519531, 231.44943237304688], [277.5316467285156, 154.5216827392578, 365.21612548828125, 265.0644836425781]]"
305,305,"[1568, 1568, 1568, 1568, 1568, 1568, 1568, 1568]","[1, 0, 5, 6, 6, 6, 6, 6]","[[26.0, 31.0, 196.0, 140.0], [28.0, 132.0, 137.0, 199.0], [197.0, 32.0, 252.0, 50.0], [309.0, 32.0, 364.0, 124.0], [308.0, 123.0, 363.0, 150.0], [307.0, 151.0, 362.0, 183.0], [304.0, 183.0, 362.0, 208.0], [250.0, 274.0, 358.0, 479.0]]","[5, 6, 6, 6, 5, 2, 5, 1]","[[194.98101806640625, 30.495126724243164, 251.75955200195312, 51.28467559814453], [307.8009338378906, 31.178794860839844, 363.27484130859375, 125.71785736083984], [306.5027770996094, 125.08600616455078, 363.32342529296875, 208.67413330078125], [250.6515350341797, 272.7554626464844, 362.32684326171875, 479.109375], [140.44366455078125, 391.98760986328125, 195.7323455810547, 400.4732666015625], [26.18075180053711, 33.33619689941406, 195.32920837402344, 166.14151000976562], [251.44886779785156, 179.48097229003906, 306.77557373046875, 187.3345489501953], [27.63970184326172, 26.783540725708008, 196.99282836914062, 170.6932830810547]]"
306,306,"[1569, 1569, 1569, 1569]","[0, 0, 0, 0]","[[223.0, 197.0, 362.0, 339.0], [154.0, 141.0, 278.0, 340.0], [136.0, 12.0, 364.0, 196.0], [77.0, 123.0, 183.0, 335.0]]","[1, 1]","[[0.0, 142.05406188964844, 366.78424072265625, 500.0], [9.820755958557129, 300.3380432128906, 167.72879028320312, 483.66229248046875]]"
307,307,"[1579, 1579, 1579, 1579, 1579, 1579, 1579, 1579, 1579, 1579, 1579, 1579, 1579]","[1, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[[263.0, 118.0, 313.0, 239.0], [164.0, 118.0, 214.0, 270.0], [14.0, 56.0, 364.0, 118.0], [15.0, 119.0, 117.0, 188.0], [117.0, 119.0, 166.0, 180.0], [212.0, 119.0, 264.0, 180.0], [312.0, 118.0, 362.0, 180.0], [263.0, 238.0, 314.0, 299.0], [64.0, 371.0, 114.0, 408.0], [214.0, 356.0, 264.0, 398.0], [264.0, 342.0, 314.0, 379.0], [311.0, 351.0, 364.0, 414.0], [13.0, 451.0, 364.0, 478.0]]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 1, 1, 1]","[[115.16573333740234, 118.78827667236328, 165.42529296875, 177.69155883789062], [310.5856628417969, 118.10292053222656, 362.61309814453125, 178.3916473388672], [262.8055114746094, 341.4827880859375, 313.57574462890625, 378.7012939453125], [64.26787567138672, 370.74462890625, 113.87662506103516, 408.36279296875], [263.109130859375, 237.0618133544922, 313.400390625, 297.6322937011719], [312.7684326171875, 350.6467590332031, 364.55255126953125, 412.2532653808594], [213.63880920410156, 354.27337646484375, 263.74566650390625, 395.5692138671875], [18.096590042114258, 52.39760208129883, 362.9527893066406, 122.11795043945312], [15.943753242492676, 452.92401123046875, 368.9779968261719, 478.38232421875], [12.774312973022461, 74.98835754394531, 368.26715087890625, 103.03448486328125], [19.09235382080078, 453.2593078613281, 365.3853454589844, 477.60894775390625], [263.40350341796875, 118.9789047241211, 312.6180419921875, 223.3433837890625], [166.15191650390625, 116.65471649169922, 216.00906372070312, 254.3763885498047], [17.36406707763672, 451.83673095703125, 375.0, 478.6922912597656]]"
308,308,"[1582, 1582, 1582, 1582, 1582, 1582, 1582, 1582]","[0, 6, 6, 6, 5, 5, 5, 5]","[[55.0, 31.0, 105.0, 129.0], [155.0, 29.0, 353.0, 187.0], [156.0, 187.0, 354.0, 460.0], [5.0, 262.0, 155.0, 482.0], [5.0, 29.0, 54.0, 79.0], [103.0, 30.0, 155.0, 81.0], [5.0, 208.0, 54.0, 218.0], [105.0, 196.0, 156.0, 208.0]]","[5, 5, 6, 6, 2, 1, 1, 2]","[[102.93313598632812, 28.297046661376953, 153.95535278320312, 81.2567138671875], [3.900360107421875, 27.984649658203125, 54.12046813964844, 81.51469421386719], [9.155230522155762, 256.0608215332031, 158.51861572265625, 489.356201171875], [149.19789123535156, 68.95117950439453, 350.7818908691406, 474.5519104003906], [153.1671905517578, 23.08331298828125, 347.1510009765625, 201.4888916015625], [8.056203842163086, 277.19720458984375, 159.35543823242188, 476.28485107421875], [147.99134826660156, 29.022790908813477, 351.2137145996094, 192.92721557617188], [11.116409301757812, 273.2436828613281, 161.1377410888672, 484.335693359375]]"
309,309,"[1585, 1585, 1585, 1585, 1585, 1585, 1585, 1585, 1585]","[0, 0, 6, 6, 6, 6, 6, 6, 5]","[[113.0, 357.0, 257.0, 462.0], [113.0, 32.0, 258.0, 222.0], [257.0, 33.0, 354.0, 77.0], [257.0, 77.0, 355.0, 145.0], [257.0, 146.0, 355.0, 466.0], [17.0, 269.0, 113.0, 418.0], [16.0, 419.0, 113.0, 465.0], [17.0, 128.0, 111.0, 268.0], [112.0, 221.0, 160.0, 241.0]]","[6, 6, 6, 6, 6, 1, 2]","[[17.42872428894043, 265.5080261230469, 110.7592544555664, 411.9034423828125], [19.25394630432129, 126.04971313476562, 109.11736297607422, 267.6736145019531], [255.58856201171875, 145.29452514648438, 355.4540710449219, 450.0631103515625], [256.9970397949219, 77.42182922363281, 356.0157775878906, 144.66311645507812], [256.2917175292969, 32.13693618774414, 353.8813171386719, 77.85181427001953], [15.190201759338379, 28.173355102539062, 109.91642761230469, 124.12895202636719], [16.801509857177734, 21.997663497924805, 114.17884063720703, 133.13360595703125]]"
310,310,"[1596, 1596, 1596, 1596]","[0, 6, 5, 5]","[[1.0, 170.0, 57.0, 262.0], [158.0, 21.0, 361.0, 333.0], [4.0, 170.0, 55.0, 188.0], [310.0, 420.0, 361.0, 433.0]]","[6, 1, 2, 1, 5, 1, 4]","[[157.0167236328125, 23.84234619140625, 364.0556640625, 329.4805603027344], [2.549422025680542, 18.78655433654785, 104.22322082519531, 84.78370666503906], [157.28573608398438, 15.293715476989746, 352.77178955078125, 252.91099548339844], [148.58901977539062, 22.85919761657715, 358.61541748046875, 220.2947998046875], [5.042855262756348, 18.989116668701172, 107.71807098388672, 90.75499725341797], [156.84996032714844, 340.758056640625, 208.24667358398438, 464.19451904296875], [154.3296356201172, 6.979006767272949, 358.6787109375, 351.8551940917969]]"
311,311,"[1602, 1602, 1602, 1602, 1602, 1602, 1602, 1602, 1602, 1602, 1602, 1602, 1602, 1602, 1602, 1602, 1602, 1602, 1602]","[0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 5]","[[12.0, 44.0, 160.0, 241.0], [13.0, 46.0, 162.0, 84.0], [160.0, 44.0, 209.0, 90.0], [12.0, 241.0, 61.0, 279.0], [112.0, 240.0, 159.0, 268.0], [162.0, 177.0, 210.0, 197.0], [111.0, 317.0, 159.0, 336.0], [61.0, 327.0, 111.0, 338.0], [159.0, 295.0, 209.0, 313.0], [206.0, 282.0, 259.0, 301.0], [209.0, 322.0, 258.0, 341.0], [258.0, 289.0, 307.0, 309.0], [308.0, 265.0, 359.0, 286.0], [210.0, 44.0, 360.0, 255.0], [12.0, 392.0, 109.0, 477.0], [159.0, 363.0, 356.0, 484.0], [307.0, 317.0, 358.0, 344.0], [307.0, 343.0, 358.0, 366.0], [13.0, 375.0, 61.0, 383.0]]","[5, 5, 5, 6, 5, 6, 6, 2, 1, 4, 3, 5, 5]","[[161.68313598632812, 43.488250732421875, 210.87806701660156, 88.63318634033203], [11.376590728759766, 240.83883666992188, 61.02975082397461, 278.0324401855469], [11.2449369430542, 44.0576286315918, 161.13490295410156, 83.88673400878906], [13.184653282165527, 391.6961669921875, 109.16268157958984, 477.7819519042969], [256.7270202636719, 289.8220520019531, 307.2632141113281, 308.561279296875], [156.38389587402344, 359.9182434082031, 359.19171142578125, 478.10638427734375], [207.26551818847656, 38.63246536254883, 363.0725402832031, 259.36181640625], [213.94696044921875, 50.69355010986328, 357.72222900390625, 254.26571655273438], [208.59695434570312, 35.002681732177734, 358.99761962890625, 260.38427734375], [205.95362854003906, 34.486732482910156, 361.9563293457031, 265.3167419433594], [206.90252685546875, 31.183218002319336, 365.1639099121094, 260.540771484375], [211.29925537109375, 39.86689376831055, 358.9947509765625, 262.001220703125], [154.7744140625, 363.06072998046875, 358.1835021972656, 472.45513916015625]]"
312,312,"[1607, 1607, 1607, 1607, 1607, 1607, 1607, 1607, 1607, 1607, 1607, 1607, 1607]","[0, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[[319.0, 17.0, 373.0, 133.0], [118.0, 20.0, 267.0, 454.0], [15.0, 405.0, 116.0, 476.0], [64.0, 18.0, 117.0, 55.0], [64.0, 88.0, 116.0, 113.0], [64.0, 138.0, 116.0, 164.0], [264.0, 17.0, 319.0, 56.0], [320.0, 19.0, 370.0, 35.0], [267.0, 210.0, 319.0, 225.0], [266.0, 263.0, 320.0, 288.0], [319.0, 158.0, 371.0, 182.0], [320.0, 265.0, 369.0, 292.0], [319.0, 314.0, 370.0, 354.0]]","[5, 5, 5, 5, 6, 5, 6, 5, 5, 1, 2]","[[64.8570556640625, 17.880645751953125, 117.37914276123047, 53.55652618408203], [64.5079574584961, 138.34576416015625, 116.66852569580078, 164.69056701660156], [318.2188415527344, 312.93572998046875, 370.21575927734375, 354.5483703613281], [64.28192138671875, 294.5597229003906, 116.38214111328125, 337.28314208984375], [16.070472717285156, 405.2544250488281, 114.96821594238281, 474.1412048339844], [267.46417236328125, 17.722156524658203, 321.1263427734375, 53.71736145019531], [114.9311752319336, 14.44858455657959, 270.6346435546875, 456.67010498046875], [266.947509765625, 261.7181701660156, 320.0749816894531, 287.8359375], [265.9207458496094, 210.6307830810547, 320.1019287109375, 224.53961181640625], [118.21956634521484, 20.76927375793457, 261.9320373535156, 275.0309753417969], [119.73011016845703, 15.672293663024902, 264.0544128417969, 308.8436584472656]]"
313,313,"[1609, 1609, 1609, 1609, 1609, 1609, 1609, 1609, 1609]","[3, 0, 0, 3, 3, 3, 3, 0, 0]","[[227.0, 376.0, 325.0, 493.0], [118.0, 311.0, 226.0, 491.0], [136.0, 172.0, 224.0, 308.0], [278.0, 42.0, 373.0, 171.0], [227.0, 43.0, 277.0, 146.0], [227.0, 305.0, 275.0, 373.0], [228.0, 172.0, 327.0, 304.0], [23.0, 173.0, 132.0, 365.0], [22.0, 40.0, 226.0, 171.0]]","[3, 3, 3, 3, 2, 3, 3, 4, 4, 4, 2, 2, 3, 1]","[[327.62322998046875, 203.60121154785156, 373.08477783203125, 279.7891845703125], [227.5221405029297, 303.8807678222656, 277.267822265625, 371.6388854980469], [229.53306579589844, 171.516357421875, 334.3953857421875, 300.868408203125], [224.84030151367188, 379.7099609375, 324.3359069824219, 489.97467041015625], [275.2395324707031, 24.68351173400879, 370.8589172363281, 182.95437622070312], [277.953369140625, 42.04132843017578, 374.2572326660156, 171.9385986328125], [273.8902587890625, 303.6981506347656, 373.11199951171875, 373.606201171875], [276.73138427734375, 41.244693756103516, 375.0, 176.2052764892578], [273.6771240234375, 302.2991638183594, 375.0, 375.4178161621094], [225.48399353027344, 374.873291015625, 331.2406921386719, 489.76031494140625], [269.608154296875, 295.7606506347656, 375.0, 377.36724853515625], [222.13731384277344, 365.05810546875, 333.864990234375, 489.5774841308594], [324.71636962890625, 414.5611267089844, 371.61181640625, 493.7054443359375], [276.3044128417969, 47.56388854980469, 373.4369201660156, 167.7378387451172]]"
314,314,"[1611, 1611, 1611]","[3, 3, 3]","[[31.0, 448.0, 356.0, 475.0], [27.0, 235.0, 360.0, 444.0], [26.0, 12.0, 360.0, 229.0]]","[3, 3, 3, 3, 2, 2, 2, 1, 4]","[[39.00463104248047, 230.9443817138672, 369.74859619140625, 439.32391357421875], [19.057449340820312, 20.487144470214844, 371.06854248046875, 464.5431213378906], [23.28742218017578, 447.3857727050781, 373.80242919921875, 475.46124267578125], [35.37663650512695, 14.25145149230957, 366.69189453125, 233.02212524414062], [16.123693466186523, 107.28044891357422, 352.905517578125, 230.63394165039062], [20.51166534423828, 0.0, 351.1407775878906, 253.01620483398438], [31.96508026123047, 7.879075050354004, 362.8013000488281, 140.45773315429688], [11.880657196044922, 448.4852600097656, 361.8501281738281, 476.5744323730469], [28.82662010192871, 105.0780258178711, 372.4151916503906, 246.92225646972656]]"
315,315,"[1613, 1613, 1613, 1613, 1613, 1613, 1613, 1613, 1613, 1613, 1613, 1613, 1613, 1613, 1613, 1613, 1613, 1613, 1613, 1613, 1613]","[0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]","[[52.0, 29.0, 99.0, 128.0], [9.0, 29.0, 54.0, 66.0], [54.0, 31.0, 98.0, 43.0], [98.0, 30.0, 144.0, 67.0], [143.0, 19.0, 186.0, 55.0], [232.0, 20.0, 276.0, 32.0], [99.0, 190.0, 142.0, 201.0], [96.0, 291.0, 141.0, 304.0], [143.0, 254.0, 188.0, 266.0], [188.0, 76.0, 274.0, 105.0], [9.0, 152.0, 53.0, 254.0], [9.0, 254.0, 54.0, 347.0], [53.0, 213.0, 98.0, 345.0], [8.0, 346.0, 97.0, 484.0], [96.0, 426.0, 142.0, 483.0], [187.0, 218.0, 231.0, 308.0], [232.0, 218.0, 275.0, 309.0], [277.0, 50.0, 365.0, 275.0], [187.0, 312.0, 275.0, 423.0], [186.0, 426.0, 276.0, 484.0], [277.0, 276.0, 365.0, 485.0]]","[5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 1]","[[97.86387634277344, 30.350862503051758, 142.5170440673828, 65.95508575439453], [8.69221019744873, 29.85803985595703, 54.40968704223633, 66.77359008789062], [142.58518981933594, 19.359519958496094, 186.81515502929688, 54.92498779296875], [53.883121490478516, 211.64871215820312, 97.20075988769531, 343.2304992675781], [9.033418655395508, 151.41845703125, 53.04806137084961, 252.14688110351562], [187.3883819580078, 311.615478515625, 277.6258544921875, 426.1567687988281], [276.389892578125, 50.4528923034668, 361.8695373535156, 273.6332092285156], [8.851364135742188, 252.08287048339844, 52.99552917480469, 347.1258239746094], [8.377497673034668, 345.3841857910156, 96.61068725585938, 482.63922119140625], [190.85818481445312, 215.7490692138672, 274.4613952636719, 308.709228515625], [275.0771179199219, 277.055419921875, 365.61083984375, 476.03564453125], [96.24193572998047, 426.4343566894531, 141.56675720214844, 477.8387145996094], [187.01583862304688, 74.45223236083984, 275.70166015625, 108.21009826660156], [96.28456115722656, 424.9836120605469, 142.17886352539062, 476.6590576171875]]"
316,316,"[1614, 1614, 1614, 1614, 1614, 1614, 1614, 1614, 1614, 1614, 1614, 1614]","[3, 3, 3, 3, 4, 1, 6, 6, 6, 6, 6, 6]","[[313.0, 330.0, 357.0, 379.0], [222.0, 33.0, 355.0, 191.0], [222.0, 196.0, 265.0, 256.0], [223.0, 388.0, 311.0, 487.0], [267.0, 330.0, 311.0, 386.0], [267.0, 195.0, 354.0, 324.0], [131.0, 344.0, 222.0, 490.0], [41.0, 397.0, 131.0, 492.0], [178.0, 282.0, 220.0, 345.0], [175.0, 231.0, 222.0, 284.0], [174.0, 75.0, 220.0, 102.0], [86.0, 161.0, 129.0, 213.0]]","[3, 6, 6, 3, 3, 3, 3, 3, 3, 2, 4, 5, 2, 6, 4]","[[220.39752197265625, 307.9942626953125, 267.1464538574219, 385.05572509765625], [41.82312774658203, 393.90521240234375, 129.9839630126953, 488.03814697265625], [130.69158935546875, 341.52191162109375, 219.86444091796875, 483.2130432128906], [267.2073669433594, 192.73353576660156, 357.1063537597656, 326.6711730957031], [222.28553771972656, 387.576171875, 312.8635559082031, 482.66082763671875], [310.7198181152344, 375.28533935546875, 359.57293701171875, 473.9920654296875], [221.30386352539062, 194.1978302001953, 264.57135009765625, 254.65562438964844], [220.55308532714844, 18.268142700195312, 355.1622314453125, 194.69705200195312], [266.1197204589844, 329.4336853027344, 327.4985046386719, 384.94659423828125], [216.33767700195312, 10.883159637451172, 358.4480895996094, 187.18109130859375], [223.52049255371094, 11.989930152893066, 352.15350341796875, 194.92518615722656], [176.36077880859375, 232.52334594726562, 220.69651794433594, 241.98324584960938], [266.1614990234375, 185.8734130859375, 356.4901123046875, 333.24188232421875], [177.2668914794922, 259.0275573730469, 222.40664672851562, 278.7836608886719], [265.032958984375, 188.48695373535156, 356.9524841308594, 330.2340087890625]]"
317,317,"[1618, 1618, 1618, 1618, 1618, 1618, 1618, 1618, 1618, 1618, 1618, 1618, 1618, 1618, 1618, 1618, 1618]","[3, 0, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5]","[[196.0, 271.0, 250.0, 303.0], [32.0, 46.0, 143.0, 178.0], [249.0, 48.0, 357.0, 102.0], [249.0, 100.0, 358.0, 147.0], [251.0, 147.0, 359.0, 183.0], [250.0, 184.0, 359.0, 246.0], [250.0, 246.0, 362.0, 328.0], [249.0, 327.0, 360.0, 441.0], [252.0, 444.0, 357.0, 480.0], [32.0, 49.0, 141.0, 72.0], [142.0, 48.0, 193.0, 105.0], [195.0, 47.0, 249.0, 65.0], [35.0, 279.0, 88.0, 323.0], [88.0, 362.0, 143.0, 377.0], [37.0, 437.0, 84.0, 451.0], [196.0, 417.0, 251.0, 429.0], [90.0, 435.0, 141.0, 441.0]]","[5, 6, 5, 5, 6, 6, 6, 5, 5, 6, 6, 6, 5, 5]","[[141.26385498046875, 46.88562774658203, 195.32078552246094, 103.88200378417969], [249.91925048828125, 242.8975372314453, 361.7148742675781, 327.0235595703125], [34.25713348388672, 277.8910217285156, 88.73249053955078, 321.5734558105469], [194.4160614013672, 47.447601318359375, 249.8739013671875, 63.73418045043945], [249.72171020507812, 180.88552856445312, 360.396484375, 246.16238403320312], [251.19142150878906, 325.00823974609375, 360.0098571777344, 442.18927001953125], [248.30897521972656, 45.666786193847656, 360.824462890625, 100.8702392578125], [195.30506896972656, 417.36175537109375, 250.68386840820312, 427.8848876953125], [33.883949279785156, 48.0799674987793, 141.26565551757812, 72.30807495117188], [250.56642150878906, 145.41064453125, 358.8459777832031, 181.6151123046875], [250.9629364013672, 441.96588134765625, 361.263427734375, 484.393798828125], [248.9099578857422, 101.15460205078125, 360.1470947265625, 147.0223846435547], [245.802734375, 148.5446319580078, 360.2189636230469, 176.88575744628906], [248.29591369628906, 100.50382232666016, 360.09967041015625, 145.50244140625]]"
318,318,"[1624, 1624]","[1, 5]","[[11.0, 10.0, 359.0, 425.0], [111.0, 11.0, 359.0, 61.0]]","[1, 5, 2, 1, 2, 1, 1, 2, 1]","[[143.8068389892578, 199.57537841796875, 324.879638671875, 407.5322265625], [114.26737976074219, 41.868568420410156, 313.66741943359375, 58.00372314453125], [73.66719055175781, 16.426429748535156, 306.94708251953125, 261.2409973144531], [91.19652557373047, 42.480979919433594, 274.33404541015625, 227.203857421875], [138.5564422607422, 221.7063446044922, 315.7203674316406, 395.0733947753906], [14.30320930480957, 24.475448608398438, 338.7054748535156, 235.44944763183594], [4.2315497398376465, 3.4436912536621094, 191.67152404785156, 187.40977478027344], [106.51193237304688, 39.5071907043457, 254.64894104003906, 219.13954162597656], [97.010498046875, 128.76600646972656, 336.4747314453125, 468.6092529296875]]"
319,319,"[1630, 1630, 1630, 1630, 1630, 1630, 1630, 1630, 1630]","[1, 1, 5, 5, 5, 5, 5, 6, 6]","[[325.0, 138.0, 368.0, 244.0], [269.0, 170.0, 317.0, 272.0], [57.0, 36.0, 161.0, 67.0], [265.0, 35.0, 367.0, 85.0], [212.0, 93.0, 263.0, 107.0], [160.0, 279.0, 210.0, 293.0], [319.0, 315.0, 370.0, 326.0], [214.0, 255.0, 264.0, 477.0], [163.0, 36.0, 210.0, 149.0]]","[5, 6, 5, 5, 6, 1, 1, 5, 5, 1, 5, 6, 2, 4]","[[54.10723876953125, 36.06989288330078, 163.53811645507812, 66.43635559082031], [214.24652099609375, 235.1885223388672, 264.7522277832031, 483.58807373046875], [161.0225830078125, 277.5225830078125, 213.91734313964844, 292.0077209472656], [318.3937072753906, 314.5596923828125, 370.41119384765625, 327.498046875], [162.83059692382812, 34.06997299194336, 212.13934326171875, 149.0816650390625], [263.0014953613281, 165.62106323242188, 319.53643798828125, 268.8888854980469], [317.776123046875, 136.17613220214844, 370.1747131347656, 241.12010192871094], [319.4915771484375, 396.6409606933594, 368.5683898925781, 410.15216064453125], [263.2136535644531, 54.260223388671875, 371.4483947753906, 87.77044677734375], [60.652774810791016, 316.9622802734375, 156.4671173095703, 435.47393798828125], [265.2073059082031, 35.919212341308594, 372.7150573730469, 67.13858032226562], [58.89619445800781, 315.1141052246094, 159.38613891601562, 448.21533203125], [58.05630874633789, 313.0065612792969, 156.16732788085938, 445.541015625], [58.08444595336914, 315.9591369628906, 161.08871459960938, 437.266357421875]]"
320,320,"[1641, 1641, 1641, 1641, 1641]","[1, 5, 5, 5, 6]","[[95.0, 35.0, 277.0, 259.0], [0.0, 6.0, 370.0, 38.0], [0.0, 39.0, 95.0, 96.0], [277.0, 39.0, 370.0, 98.0], [279.0, 479.0, 362.0, 498.0]]","[5, 5, 2, 1, 5, 5]","[[0.0, 9.542829513549805, 375.0, 37.01015853881836], [0.0, 33.802490234375, 96.00997924804688, 92.15472412109375], [79.80611419677734, 13.32836627960205, 300.8434143066406, 258.8008728027344], [65.84197235107422, 21.735565185546875, 321.8758239746094, 253.6300811767578], [258.8704528808594, 37.663902282714844, 371.68426513671875, 85.80084991455078], [52.50777053833008, 27.99138641357422, 361.55743408203125, 96.21994018554688]]"
